fiscal_year,title_std,agency_std,base_salary,headcount,regular_hours
2021,associate parking control specialist,police department,60196.0,5,2080.0
2021,associate professor,community college (hostos),101572.0,2,1820.0
2021,associate professor,community college (kingsboro),98057.0,4,1820.0
2021,associate professor,community college (queensboro),111011.0,1,1820.0
2021,associate project manager,administration for children's services,86838.0,1,1820.0
2021,associate project manager,department for the aging,74650.0,1,1820.0
2021,associate project manager,department of buildings,95054.5,2,1820.0
2021,associate project manager,department of correction,94620.0,3,1820.0
2021,associate project manager,department of education,85845.0,3,1820.0
2021,associate project manager,department of homeless services,82575.0,11,1820.0
2021,associate project manager,department of parks & recreation,88463.0,57,1820.0
2021,associate project manager,department of sanitation,90538.5,4,1820.0
2021,associate project manager,department of transportation,86044.0,17,1820.0
2021,associate project manager,dept of citywide admin svcs,92391.0,9,1820.0
2021,associate project manager,dept of environment protection,80301.0,50,1820.0
2021,associate project manager,dept. of design & construction,89626.0,62,1820.0
2021,associate project manager,fire department,85951.0,16,1820.0
2021,associate project manager,housing preservation & dvlpmnt,88082.5,4,1820.0
2021,associate project manager,hra/dept of social services,88377.0,1,1820.0
2021,associate project manager,nyc housing authority,86336.5,4,1820.0
2021,associate project manager,office of the comptroller,103268.0,5,1820.0
2021,associate project manager,police department,91055.0,3,1820.0
2021,associate public health sanitarian,department of correction,77550.5,4,2080.0
2021,associate public health sanitarian,department of health,69628.0,135,2080.0
2021,associate public health sanitarian,dept of environment protection,84733.0,25,2080.0
2021,associate public health sanitarian,dept. of design & construction,98444.0,1,2080.0
2021,associate public health sanitarian,nyc housing authority,77435.0,11,2080.0
2021,associate public information specialist,admin trials and hearings,53712.0,1,1820.0
2021,associate public information specialist,department of buildings,75197.0,1,1820.0
2021,associate public information specialist,nyc housing authority,58869.0,1,1820.0
2021,associate public information specialist,president borough of manhattan,72500.0,1,1680.0
2021,associate public records officer,department of sanitation,73027.0,1,1820.0
2021,associate public records officer,dept of environment protection,76917.5,2,1802.5
2021,associate public records officer,dept of records & info service,64307.0,6,1820.0
2021,associate public records officer,police department,62694.0,1,1820.0
2021,associate public records officer,teachers retirement system,71616.0,1,1820.0
2021,associate quality assurance specialist,department of education,70424.0,35,1820.0
2021,associate quality assurance specialist,department of parks & recreation,82914.0,1,1820.0
2021,associate quality assurance specialist,department of transportation,82873.0,1,1820.0
2021,associate quality assurance specialist,dept of citywide admin svcs,79101.0,1,1470.0
2021,associate quality assurance specialist,dept of environment protection,85409.0,1,1820.0
2021,associate quality assurance specialist,housing preservation & dvlpmnt,70549.0,1,1820.0
2021,associate quality assurance specialist,law department,78277.0,6,1820.0
2021,associate quality assurance specialist,nyc housing authority,70549.0,1,1820.0
2021,associate real property manager,dept of citywide admin svcs,65918.0,4,1820.0
2021,associate real property manager,housing preservation & dvlpmnt,70399.5,30,1820.0
2021,associate real property manager,nyc housing authority,80347.0,3,1820.0
2021,associate rehabilitation specialist,housing preservation & dvlpmnt,70161.0,2,2080.0
2021,associate retirement benefits examiner,department of education,65457.0,57,1820.0
2021,associate retirement benefits examiner,fire department,69572.0,8,1820.0
2021,associate retirement benefits examiner,nyc employees retirement sys,59014.0,127,1820.0
2021,associate retirement benefits examiner,police department,63276.0,12,1820.0
2021,associate retirement benefits examiner,teachers retirement system,61800.0,87,1820.0
2021,associate sanitation enforcement agent,department of sanitation,43249.0,47,2080.0
2021,associate school food service manager,department of education,73590.0,57,1820.0
2021,associate staff analyst,admin trials and hearings,77314.0,3,1820.0
2021,associate staff analyst,administration for children's services,79362.0,52,1820.0
2021,associate staff analyst,board of election,93335.5,10,1820.0
2021,associate staff analyst,borough president-queens,85155.0,1,1820.0
2021,associate staff analyst,business integrity commission,89093.5,2,1820.0
2021,associate staff analyst,consumer affairs,75591.0,1,1820.0
2021,associate staff analyst,department for the aging,84644.0,9,1820.0
2021,associate staff analyst,department of buildings,76275.0,13,1820.0
2021,associate staff analyst,department of business serv.,87789.0,2,1820.0
2021,associate staff analyst,department of city planning,90887.0,1,1820.0
2021,associate staff analyst,department of correction,89417.0,13,1820.0
2021,associate staff analyst,department of education,79000.0,21,1820.0
2021,associate staff analyst,department of finance,81319.0,22,1820.0
2021,associate staff analyst,department of health,82005.0,36,1820.0
2021,associate staff analyst,department of homeless services,76247.0,19,1820.0
2021,associate staff analyst,department of parks & recreation,76723.0,14,1820.0
2021,associate staff analyst,department of sanitation,75646.0,24,1820.0
2021,associate staff analyst,department of transportation,80219.0,34,1820.0
2021,associate staff analyst,dept of citywide admin svcs,80068.0,28,1820.0
2021,associate staff analyst,dept of environment protection,82197.0,25,1820.0
2021,associate staff analyst,dept of info tech & telecomm,82411.0,5,1820.0
2021,associate staff analyst,dept of records & info service,97873.0,1,1820.0
2021,associate staff analyst,dept of youth & comm dev srvs,86354.5,6,1820.0
2021,associate staff analyst,dept. of design & construction,85000.0,9,1820.0
2021,associate staff analyst,financial info svcs agency,85034.0,3,1820.0
2021,associate staff analyst,fire department,80819.0,10,1820.0
2021,associate staff analyst,housing preservation & dvlpmnt,87500.0,20,1820.0
2021,associate staff analyst,hra/dept of social services,75763.0,123,1820.0
2021,associate staff analyst,landmarks preservation comm,90830.0,1,1820.0
2021,associate staff analyst,law department,75591.0,5,1820.0
2021,associate staff analyst,nyc employees retirement sys,75591.0,3,1820.0
2021,associate staff analyst,nyc housing authority,80826.0,39,1820.0
2021,associate staff analyst,off of payroll administration,81258.5,6,1820.0
2021,associate staff analyst,office of labor relations,75591.0,3,1820.0
2021,associate staff analyst,office of the comptroller,84855.0,6,1820.0
2021,associate staff analyst,police department,80599.0,41,1820.0
2021,associate staff analyst,tax commission,102326.0,1,1820.0
2021,associate staff analyst,taxi & limousine commission,78295.5,2,1820.0
2021,associate staff analyst,teachers retirement system,75618.5,2,1820.0
2021,associate taxi & limousine inspector,taxi & limousine commission,65582.0,45,2080.0
2021,associate traffic enforcement agent,police department,51405.0,356,2080.0
2021,associate urban designer,department of city planning,85806.0,5,1820.0
2021,associate urban designer,department of parks & recreation,80568.0,12,1820.0
2021,associate urban designer,department of transportation,113553.0,1,1820.0
2021,associate urban designer,dept. of design & construction,94264.5,6,1820.0
2021,associate urban designer,nyc housing authority,89893.0,2,1547.0
2021,associate urban park ranger,department of parks & recreation,59054.0,119,2080.0
2021,associate water use inpector,dept of environment protection,78476.0,31,1820.0
2021,associate youth development specialist,administration for children's services,70164.0,81,1820.0
2021,asst pb hlth adv,department of health,42356.0,5,1820.0
2021,attorney,admin trials and hearings,91563.0,31,1820.0
2021,attorney,administration for children's services,91563.0,168,1820.0
2021,attorney,borough president-queens,110000.0,1,1820.0
2021,attorney,borough president-staten is,100000.0,1,1820.0
2021,attorney,business integrity commission,83282.675,4,1480.5
2021,attorney,city clerk,83000.0,1,1820.0
2021,attorney,civil service commission,82137.0,3,1820.0
2021,attorney,civilian complaint review bd,80000.0,1,1470.0
2021,attorney,conflicts of interest board,79369.5,4,1820.0
2021,attorney,consumer affairs,82137.0,26,1820.0
2021,attorney,cultural affairs,99394.0,3,1820.0
2021,attorney,department of buildings,82137.0,43,1820.0
2021,attorney,department of business serv.,76306.0,1,1820.0
2021,attorney,department of city planning,105573.0,3,1820.0
2021,attorney,department of correction,104933.0,43,1820.0
2021,attorney,department of education,90297.5,8,1820.0
2021,attorney,department of finance,93530.5,18,1820.0
2021,attorney,department of health,93281.5,24,1820.0
2021,attorney,department of parks & recreation,92925.0,13,1820.0
2021,attorney,department of probation,101092.0,6,1820.0
2021,attorney,department of sanitation,107665.0,13,1820.0
2021,attorney,department of transportation,103673.0,16,1820.0
2021,attorney,dept of citywide admin svcs,102624.0,23,1820.0
2021,attorney,dept of environment protection,96916.0,29,1820.0
2021,attorney,dept of info tech & telecomm,99000.0,9,1820.0
2021,attorney,dept of records & info service,117541.0,1,1820.0
2021,attorney,dept of youth & comm dev srvs,99000.0,5,1820.0
2021,attorney,dept. of design & construction,83584.5,6,1820.0
2021,attorney,fire department,91563.0,23,1820.0
2021,attorney,housing preservation & dvlpmnt,91563.0,59,1820.0
2021,attorney,hra/dept of social services,82318.5,94,1820.0
2021,attorney,human rights commission,72712.0,24,1820.0
2021,attorney,nyc employees retirement sys,77000.0,3,1050.0
2021,attorney,nyc housing authority,91563.0,39,1820.0
2021,attorney,office of emergency management,83818.5,2,1820.0
2021,attorney,office of labor relations,94986.0,2,1820.0
2021,attorney,office of the comptroller,84459.0,7,1820.0
2021,attorney,police department,91563.0,83,1820.0
2021,attorney,tax commission,125681.0,2,1820.0
2021,attorney,taxi & limousine commission,72712.0,30,1820.0
2021,attorney,teachers retirement system,93626.0,2,1820.0
2021,attorney-campaign fin board,department of finance,108009.5,6,1820.0
2021,auto body worker,department of correction,58667.5,2,2080.0
2021,auto body worker,department of transportation,50604.0,3,2080.0
2021,auto body worker,police department,65303.0,20,2080.0
2021,automotive service worker,department of correction,41233.0,6,2080.0
2021,automotive service worker,department of parks & recreation,54386.0,8,2080.0
2021,automotive service worker,department of sanitation,48264.0,10,2080.0
2021,automotive service worker,department of transportation,41216.0,7,2080.0
2021,automotive service worker,fire department,43876.0,23,2080.0
2021,automotive service worker,nyc housing authority,54400.0,2,2080.0
2021,automotive service worker,police department,48264.0,51,2080.0
2021,automotive specialist,department of transportation,85939.0,1,1820.0
2021,baker,department of correction,41351.0,3,1820.0
2021,battalion chief,fire department,176449.0,260,2080.0
2021,bookbinder,department of city planning,54707.0,1,1820.0
2021,bookbinder,department of health,42026.0,3,1820.0
2021,bookbinder,hra/dept of social services,43831.0,1,1820.0
2021,bookbinder,police department,48213.0,3,1820.0
2021,bookkeeper,admin trials and hearings,49870.0,3,1820.0
2021,bookkeeper,administration for children's services,44115.0,5,1820.0
2021,bookkeeper,consumer affairs,45118.0,1,1820.0
2021,bookkeeper,department for the aging,64959.0,1,1820.0
2021,bookkeeper,department of correction,44115.0,1,1820.0
2021,bookkeeper,department of education,49870.0,36,1820.0
2021,bookkeeper,department of health,65799.0,1,1820.0
2021,bookkeeper,department of sanitation,51787.5,10,1820.0
2021,bookkeeper,department of transportation,53705.0,7,1820.0
2021,bookkeeper,dept of citywide admin svcs,53705.0,3,1820.0
2021,bookkeeper,housing preservation & dvlpmnt,59166.5,4,1820.0
2021,bookkeeper,hra/dept of social services,49870.0,59,1820.0
2021,bookkeeper,law department,52879.0,8,1820.0
2021,bookkeeper,nyc employees retirement sys,49870.0,1,1820.0
2021,bookkeeper,nyc housing authority,56220.0,16,1820.0
2021,bookkeeper,off of payroll administration,56650.0,1,1820.0
2021,bookkeeper,office of labor relations,53705.0,1,1820.0
2021,bookkeeper,office of the comptroller,56650.0,7,1820.0
2021,bookkeeper,police department,56390.0,39,1820.0
2021,bookkeeper,teachers retirement system,49870.0,5,1820.0
2021,borough president,borough president-bronx,179200.0,1,1820.0
2021,borough president,borough president-brooklyn,179200.0,1,1820.0
2021,borough president,borough president-queens,179200.0,1,1000.0
2021,borough president,borough president-staten is,179200.0,1,1820.0
2021,borough president,president borough of manhattan,179200.0,1,1820.0
2021,bridge operator,department of transportation,47486.0,69,2080.0
2021,budget analyst,independent budget office,95951.0,31,1820.0
2021,budget analyst,office of management & budget,141766.0,1,1351.0
2021,budget analyst,office of the comptroller,89089.5,4,1820.0
2021,business data and reporting analyst,community college (bronx),55608.0,6,1820.0
2021,business data and reporting analyst,community college (laguardia),49799.0,2,1820.0
2021,business data and reporting analyst,community college (manhattan),49799.0,4,1820.0
2021,business data and reporting analyst,hunter college high school,55608.0,2,1820.0
2021,business promotion coordinator,consumer affairs,89413.0,4,1820.0
2021,business promotion coordinator,department of business serv.,76902.0,42,1820.0
2021,business promotion coordinator,department of city planning,69825.0,1,1820.0
2021,business promotion coordinator,dept of citywide admin svcs,96231.0,3,1820.0
2021,business promotion coordinator,dept of info tech & telecomm,62091.5,10,1820.0
2021,business promotion coordinator,hra/dept of social services,84215.0,2,1820.0
2021,business promotion coordinator,nyc housing authority,81095.0,3,1820.0
2021,business promotion coordinator,office of the comptroller,68512.0,10,1820.0
2021,call center representative,dept of info tech & telecomm,40345.0,224,1820.0
2021,campus peace officer,community college (bronx),43278.0,23,2080.0
2021,campus peace officer,community college (hostos),50907.0,13,2080.0
2021,campus peace officer,community college (kingsboro),41112.0,18,2080.0
2021,campus peace officer,community college (laguardia),48673.0,25,2080.0
2021,campus peace officer,community college (manhattan),41112.0,27,2080.0
2021,campus peace officer,community college (queensboro),48673.0,28,2080.0
2021,campus peace officer,cuny central office,50907.0,1,2080.0
2021,campus peace officer,guttman community college,48673.0,3,2080.0
2021,campus public safety sergeant,community college (bronx),60209.5,6,2080.0
2021,campus public safety sergeant,community college (hostos),59964.0,3,2080.0
2021,campus public safety sergeant,community college (kingsboro),59944.5,8,2080.0
2021,campus public safety sergeant,community college (laguardia),59975.0,7,2080.0
2021,campus public safety sergeant,community college (manhattan),59964.5,8,2080.0
2021,campus public safety sergeant,community college (queensboro),59934.0,7,2080.0
2021,campus public safety sergeant,guttman community college,59944.5,2,2080.0
2021,campus security assistant,community college (bronx),36522.0,15,2080.0
2021,campus security assistant,community college (hostos),36522.0,6,2080.0
2021,campus security assistant,community college (kingsboro),36522.0,7,2080.0
2021,campus security assistant,community college (laguardia),36522.0,24,2080.0
2021,campus security assistant,community college (manhattan),36522.0,28,2080.0
2021,campus security assistant,community college (queensboro),36522.0,10,2080.0
2021,campus security assistant,guttman community college,36522.0,4,2080.0
2021,case - management nurse,fire department,82670.0,25,1820.0
2021,case management nurse,department of correction,87430.0,1,1820.0
2021,case management nurse,police department,83382.0,20,1820.0
2021,caseworker,administration for children's services,47835.5,36,1820.0
2021,caseworker,department of education,47705.0,3,1820.0
2021,caseworker,department of health,65920.0,1,1820.0
2021,caseworker,department of homeless services,47705.0,76,1820.0
2021,caseworker,hra/dept of social services,47729.0,875,1820.0
2021,cashier,department of correction,41848.0,29,1820.0
2021,cashier,department of finance,47311.0,3,1820.0
2021,cashier,fire department,53089.0,1,1820.0
2021,cashier,police department,48262.5,4,1820.0
2021,cashier,taxi & limousine commission,41876.0,4,1820.0
2021,certified it administrator,admin trials and hearings,94244.0,1,1820.0
2021,certified it administrator,administration for children's services,105569.0,12,1820.0
2021,certified it administrator,bronx district attorney,116725.0,2,1487.5
2021,certified it administrator,civilian complaint review bd,131000.0,1,1820.0
2021,certified it administrator,consumer affairs,94244.0,1,1820.0
2021,certified it administrator,department for the aging,98122.0,2,1820.0
2021,certified it administrator,department of buildings,102052.0,3,1820.0
2021,certified it administrator,department of city planning,94256.0,2,1820.0
2021,certified it administrator,department of correction,99927.0,4,1820.0
2021,certified it administrator,department of education,106152.0,83,1820.0
2021,certified it administrator,department of finance,119559.5,12,1820.0
2021,certified it administrator,department of health,106506.0,14,1820.0
2021,certified it administrator,department of parks & recreation,94304.0,15,1820.0
2021,certified it administrator,department of probation,94244.0,1,1820.0
2021,certified it administrator,department of sanitation,128852.5,12,1820.0
2021,certified it administrator,department of transportation,119710.5,14,1820.0
2021,certified it administrator,dept of citywide admin svcs,94244.0,5,1820.0
2021,certified it administrator,dept of environment protection,113736.0,25,1820.0
2021,certified it administrator,dept of info tech & telecomm,120000.0,129,1820.0
2021,certified it administrator,dept of records & info service,124376.0,1,1820.0
2021,certified it administrator,dept of youth & comm dev srvs,94244.0,3,1820.0
2021,certified it administrator,dept. of design & construction,94244.0,4,1820.0
2021,certified it administrator,district attorney qns county,127815.0,1,1820.0
2021,certified it administrator,financial info svcs agency,116856.5,2,1820.0
2021,certified it administrator,fire department,100102.5,12,1820.0
2021,certified it administrator,housing preservation & dvlpmnt,135314.0,1,1820.0
2021,certified it administrator,hra/dept of social services,98177.0,31,1820.0
2021,certified it administrator,law department,123000.0,5,1820.0
2021,certified it administrator,nyc employees retirement sys,98177.0,13,1820.0
2021,certified it administrator,nyc housing authority,110236.0,11,1820.0
2021,certified it administrator,off of payroll administration,103169.0,1,1820.0
2021,certified it administrator,office of emergency management,137245.0,1,1820.0
2021,certified it administrator,office of the actuary,94702.0,1,1820.0
2021,certified it administrator,office of the comptroller,119883.0,1,1820.0
2021,certified it administrator,police department,110679.0,45,1820.0
2021,certified it administrator,tax commission,107000.0,1,1820.0
2021,certified it administrator,taxi & limousine commission,131288.5,2,1820.0
2021,certified it developer,admin trials and hearings,124123.0,1,1820.0
2021,certified it developer,administration for children's services,101783.0,3,1820.0
2021,certified it developer,bronx district attorney,116794.5,4,1820.0
2021,certified it developer,consumer affairs,115951.5,6,1820.0
2021,certified it developer,department for the aging,106023.0,1,1820.0
2021,certified it developer,department of business serv.,95568.0,6,1820.0
2021,certified it developer,department of city planning,123600.0,1,1820.0
2021,certified it developer,department of correction,94244.0,6,1820.0
2021,certified it developer,department of education,119189.0,68,1820.0
2021,certified it developer,department of health,99788.0,21,1820.0
2021,certified it developer,department of parks & recreation,94244.0,10,1820.0
2021,certified it developer,department of sanitation,127832.5,22,1820.0
2021,certified it developer,department of transportation,113300.0,14,1820.0
2021,certified it developer,dept of citywide admin svcs,110632.0,8,1820.0
2021,certified it developer,dept of environment protection,102100.0,12,1820.0
2021,certified it developer,dept of info tech & telecomm,116179.0,17,1820.0
2021,certified it developer,dept of records & info service,94244.0,1,1820.0
2021,certified it developer,dept of youth & comm dev srvs,108500.0,11,1820.0
2021,certified it developer,dept. of design & construction,104088.5,8,1820.0
2021,certified it developer,district attorney kings county,103000.0,3,1890.0
2021,certified it developer,district attorney qns county,98177.0,1,1820.0
2021,certified it developer,fire department,113736.0,7,1820.0
2021,certified it developer,housing preservation & dvlpmnt,108150.0,5,1820.0
2021,certified it developer,hra/dept of social services,117572.5,10,1820.0
2021,certified it developer,law department,100133.5,2,1820.0
2021,certified it developer,nyc employees retirement sys,113736.0,3,1820.0
2021,certified it developer,off of payroll administration,123537.0,1,1820.0
2021,certified it developer,police department,112900.0,6,1820.0
2021,certified it developer,tax commission,118450.0,1,1820.0
2021,certified it developer,teachers retirement system,127639.0,1,1820.0
2021,chair,nyc housing authority,414707.0,1,1820.0
2021,chairman,taxi & limousine commission,243171.0,1,1820.0
2021,chaplain,department of correction,61084.5,8,1820.0
2021,chaplain,police department,67880.0,3,2080.0
2021,chauffeur attendant,president borough of manhattan,77119.0,1,1820.0
2021,chauffeur-attendant,borough president-brooklyn,86087.0,1,1488.0
2021,chauffeur-attendant,dept of citywide admin svcs,58805.0,1,2080.0
2021,chauffeur-attendant,nyc housing authority,60071.0,1,1820.0
2021,chemical engineer,dept of environment protection,101209.0,2,1820.0
2021,chemical engineering intern,dept of environment protection,59125.0,1,1820.0
2021,chief administrative supt campus b/g,community college (hostos),142233.0,1,1820.0
2021,chief administrative supt campus b/g,community college (kingsboro),130000.0,1,1820.0
2021,chief administrative supt campus b/g,community college (laguardia),116000.0,1,1820.0
2021,chief administrative supt campus b/g,community college (queensboro),142658.0,1,1820.0
2021,chief administrator supt campus b/g,community college (manhattan),140902.0,1,1820.0
2021,chief caretaker,nyc housing authority,51819.0,16,2080.0
2021,chief clerk,board of election,152574.0,4,1820.0
2021,chief college lab technician,community college (bronx),88922.5,2,1820.0
2021,chief college lab technician,community college (kingsboro),85203.0,5,1820.0
2021,chief college lab technician,community college (laguardia),90117.0,8,1820.0
2021,chief college lab technician,community college (queensboro),92642.0,2,1820.0
2021,chief fire marshal,fire department,235462.0,1,2080.0
2021,chief investigating accountant,district attorney-manhattan,107000.0,5,1820.0
2021,chief investigating accountant,district attorney-special narc,136580.0,2,1820.0
2021,chief marine engineer,department of transportation,68789.0,18,1664.0
2021,chief marine engineer,dept of environment protection,87792.0,9,2080.0
2021,chief of housing community activities,nyc housing authority,95079.0,3,1820.0
2021,chief of staff,city clerk,111145.0,1,1820.0
2021,chief of staff,city council,252762.0,1,1820.0
2021,chief rackets investigator,bronx district attorney,182800.0,1,1820.0
2021,chief rackets investigator,district attorney kings county,169800.0,1,1820.0
2021,chief rackets investigator,district attorney qns county,167077.0,1,1820.0
2021,chief rackets investigator,district attorney-manhattan,188568.0,1,1820.0
2021,chief rackets investigator,district attorney-special narc,150000.0,1,1820.0
2021,"chief, publications & reports",nyc housing authority,112000.0,1,1820.0
2021,child and family specialist,administration for children's services,85806.0,200,1820.0
2021,child protective specialist,administration for children's services,60327.0,1975,1820.0
2021,child protective specialist supervisor,administration for children's services,86096.0,542,1820.0
2021,child welfare specialist,administration for children's services,58782.0,177,1820.0
2021,child welfare specialist supervisor,administration for children's services,81126.0,133,1820.0
2021,city assessor,department of finance,80638.0,81,1820.0
2021,city assessor,law department,93519.0,3,1820.0
2021,city assessor,tax commission,107129.0,15,1820.0
2021,city attendant,department of probation,42757.0,1,2080.0
2021,city attendant,department of sanitation,37364.0,50,2080.0
2021,city attendant,department of transportation,40821.0,16,2080.0
2021,city attendant,financial info svcs agency,40260.0,1,2080.0
2021,city attendant,nyc housing authority,37364.0,5,2080.0
2021,city attendant,police department,41458.0,1,2080.0
2021,city clerk & clerk of council,city clerk,238216.0,1,1820.0
2021,city custodial assistant,administration for children's services,39168.0,2,2040.3600000000001
2021,city custodial assistant,department for the aging,42875.0,1,2080.0
2021,city custodial assistant,department of health,44525.0,35,2080.0
2021,city custodial assistant,department of sanitation,44720.0,1,2080.0
2021,city custodial assistant,dept of citywide admin svcs,36915.0,361,2080.0
2021,city custodial assistant,district attorney-manhattan,36915.0,14,2080.0
2021,city custodial assistant,financial info svcs agency,36915.0,1,2080.0
2021,city custodial assistant,hra/dept of social services,39835.5,2,2080.0
2021,city custodial assistant,law department,39532.0,1,2080.0
2021,city custodial assistant,office of the comptroller,44221.0,4,2080.0
2021,city custodial assistant,police department,36915.0,301,2080.0
2021,city debris remover,department of transportation,42997.0,4,2080.0
2021,city deputy medical director,police department,188100.0,1,1820.0
2021,city elevator operator,department of education,38993.0,3,2080.0
2021,city medical examiner,department of health,229338.0,33,2080.0
2021,city medical specialist,department of health,192664.0,6,2080.0
2021,city mortuary technician,department of health,44633.0,32,1820.0
2021,city park worker,department of parks & recreation,39923.0,487,2080.0
2021,city park worker,dept of environment protection,39923.0,15,2080.0
2021,city parking equipment service worker,department of transportation,41612.0,87,2080.0
2021,city pest control aide,department of health,38741.0,11,1820.0
2021,city pest control aide,nyc housing authority,32950.0,13,1545.28
2021,city planner,borough president-brooklyn,124619.0,1,1820.0
2021,city planner,department of buildings,99891.0,1,1820.0
2021,city planner,department of city planning,83782.0,58,1820.0
2021,city planner,department of education,97417.0,1,1820.0
2021,city planner,department of finance,74989.0,1,1820.0
2021,city planner,department of parks & recreation,88858.0,15,1820.0
2021,city planner,department of sanitation,98440.0,3,1820.0
2021,city planner,department of transportation,82517.5,72,1820.0
2021,city planner,dept of citywide admin svcs,78172.0,7,1820.0
2021,city planner,dept of environment protection,78164.0,17,1820.0
2021,city planner,dept. of design & construction,87550.0,5,1820.0
2021,city planner,housing preservation & dvlpmnt,83335.0,19,1820.0
2021,city planner,hra/dept of social services,87393.0,1,1820.0
2021,city planner,nyc housing authority,80067.0,3,1820.0
2021,city planning technician,department of finance,41849.5,2,1820.0
2021,city planning technician,dept of environment protection,44769.0,2,1820.0
2021,city seasonal aide,nyc housing authority,40317.0,38,1032.0
2021,city security aide,dept of citywide admin svcs,40284.0,33,2080.0
2021,city tax auditor,department of finance,66345.0,147,1820.0
2021,city tax auditor,department of transportation,57750.0,3,1820.0
2021,civil engineer,department of buildings,103631.0,18,1820.0
2021,civil engineer,department of city planning,96682.0,1,1820.0
2021,civil engineer,department of correction,95310.0,1,1820.0
2021,civil engineer,department of education,97943.0,3,1820.0
2021,civil engineer,department of health,92712.0,1,1820.0
2021,civil engineer,department of parks & recreation,106580.5,8,1820.0
2021,civil engineer,department of sanitation,108877.5,2,1820.0
2021,civil engineer,department of transportation,106032.0,48,1820.0
2021,civil engineer,dept of environment protection,92738.5,12,1820.0
2021,civil engineer,dept. of design & construction,100123.0,26,1820.0
2021,civil engineer,housing preservation & dvlpmnt,89508.0,1,1820.0
2021,civil engineer,nyc housing authority,99201.0,2,1820.0
2021,civil engineer,office of the comptroller,111721.0,1,1820.0
2021,civil engineering intern,department of transportation,62260.0,21,1820.0
2021,civil engineering intern,dept of environment protection,59125.0,18,1820.0
2021,civil engineering intern,dept. of design & construction,62260.0,33,1820.0
2021,claim specialist,department of transportation,54590.0,1,1820.0
2021,claim specialist,dept of environment protection,47705.0,5,1820.0
2021,claim specialist,law department,47705.0,65,1820.0
2021,claim specialist,nyc housing authority,58880.0,5,1820.0
2021,claim specialist,office of the comptroller,61148.0,31,1820.0
2021,clerical aide,administration for children's services,33906.0,1,1820.0
2021,clerical aide,department of education,34054.5,8,1820.0
2021,clerical aide,department of finance,40023.0,16,1820.0
2021,clerical aide,department of health,41064.0,7,1820.0
2021,clerical aide,department of sanitation,38920.0,3,1820.0
2021,clerical aide,department of transportation,41086.0,1,1820.0
2021,clerical aide,dept. of design & construction,41064.0,1,1820.0
2021,clerical aide,hra/dept of social services,34891.0,4,1820.0
2021,clerical aide,nyc housing authority,35602.0,3,1820.0
2021,clerical aide,police department,38253.0,12,1680.0
2021,clerical aide,taxi & limousine commission,35636.5,2,1820.0
2021,clerical associate,admin trials and hearings,41861.5,26,1820.0
2021,clerical associate,administration for children's services,44000.0,123,1820.0
2021,clerical associate,borough president-brooklyn,58022.0,3,1820.0
2021,clerical associate,bronx community board #10,43435.0,1,1820.0
2021,clerical associate,bronx district attorney,47154.0,39,1820.0
2021,clerical associate,business integrity commission,56001.5,2,1820.0
2021,clerical associate,city clerk,41848.0,35,1820.0
2021,clerical associate,civilian complaint review bd,58303.5,2,1820.0
2021,clerical associate,consumer affairs,46236.5,36,1820.0
2021,clerical associate,department for the aging,47221.0,5,1820.0
2021,clerical associate,department of buildings,42853.5,150,1820.0
2021,clerical associate,department of business serv.,59526.5,6,1820.0
2021,clerical associate,department of city planning,60696.0,4,1820.0
2021,clerical associate,department of correction,46019.0,51,1820.0
2021,clerical associate,department of education,46287.0,203,1820.0
2021,clerical associate,department of finance,41997.0,190,1820.0
2021,clerical associate,department of health,45826.0,173,1820.0
2021,clerical associate,department of homeless services,44090.0,15,1820.0
2021,clerical associate,department of investigation,52795.0,13,1820.0
2021,clerical associate,department of parks & recreation,51078.0,55,1820.0
2021,clerical associate,department of probation,42200.0,29,1820.0
2021,clerical associate,department of sanitation,41872.0,233,1820.0
2021,clerical associate,department of transportation,46019.0,254,1820.0
2021,clerical associate,dept of citywide admin svcs,50207.5,52,1820.0
2021,clerical associate,dept of environment protection,46043.0,195,1820.0
2021,clerical associate,dept of info tech & telecomm,51500.0,22,1820.0
2021,clerical associate,dept of records & info service,46325.0,2,1820.0
2021,clerical associate,dept of youth & comm dev srvs,62364.0,8,1820.0
2021,clerical associate,dept. of design & construction,55815.0,28,1820.0
2021,clerical associate,district attorney kings county,50665.0,12,1820.0
2021,clerical associate,district attorney qns county,49675.0,21,1820.0
2021,clerical associate,district attorney richmond cou,61800.0,5,1820.0
2021,clerical associate,district attorney-manhattan,79940.5,8,1820.0
2021,clerical associate,district attorney-special narc,81835.5,8,1820.0
2021,clerical associate,financial info svcs agency,46350.0,3,1820.0
2021,clerical associate,fire department,46306.0,91,1820.0
2021,clerical associate,housing preservation & dvlpmnt,49473.0,121,1820.0
2021,clerical associate,hra/dept of social services,41848.0,621,1820.0
2021,clerical associate,law department,41872.0,106,1820.0
2021,clerical associate,nyc employees retirement sys,41848.0,33,1820.0
2021,clerical associate,nyc housing authority,41997.0,63,1820.0
2021,clerical associate,off of payroll administration,52247.0,15,1820.0
2021,clerical associate,office of labor relations,42044.0,6,1820.0
2021,clerical associate,office of the comptroller,51239.0,23,1820.0
2021,clerical associate,office of the mayor,47888.0,1,1820.0
2021,clerical associate,police department,46306.0,55,1820.0
2021,clerical associate,president borough of manhattan,65000.0,1,1820.0
