fiscal_year,title_std,agency_std,base_salary,headcount,regular_hours
2015,*adm dir fleet maintenance - nm,department of correction,129039.0,1,2085.72
2015,*adm school security manager-u,police department,71606.0,4,1955.35
2015,*admin schl secur mgr-mgl,police department,140341.0,1,1825.0
2015,*administrative attorney,department of education,201337.0,1,1825.0
2015,*administrative attorney,nyc housing authority,135000.0,1,1825.0
2015,*administrative attorney,police department,167899.0,1,1825.0
2015,*administrative attorney,tax commission,138395.0,1,1825.0
2015,*asist systms analyst,department of health,60015.5,2,1825.0
2015,*assist coordinating manager,department of health,48124.0,9,1825.0
2015,*associate director health program,department of health,105427.0,3,1825.0
2015,*associate executive director,department of health,98280.0,6,1825.0
2015,*certified applications developer,administration for children's services,95989.0,1,1825.0
2015,*certified applications developer,department of education,103695.5,2,1825.0
2015,*certified applications developer,department of homeless services,114250.0,1,1825.0
2015,*certified applications developer,fire department,93288.0,1,1825.0
2015,*certified applications developer,law department,99012.0,1,1809.17
2015,*certified applications developer,police department,100284.0,1,1825.0
2015,*certified applications developer,teachers retirement system,94383.0,1,1825.0
2015,*certified database administrator,administration for children's services,98149.0,2,1825.0
2015,*certified database administrator,dept of info tech & telecomm,123019.0,2,1825.0
2015,*certified database administrator,hra/dept of social services,101488.0,1,1825.0
2015,*certified database administrator,tax commission,91747.0,1,1825.0
2015,*certified database administrator,taxi & limousine commission,89076.0,1,1825.0
2015,*certified wide area network administrator,department of education,103018.0,6,1825.0
2015,*certified wide area network administrator,department of homeless services,89842.0,1,1825.0
2015,*certified wide area network administrator,department of transportation,100284.0,1,1825.0
2015,*certified wide area network administrator,dept of environment protection,115172.0,1,1825.0
2015,*certified wide area network administrator,dept of info tech & telecomm,118462.0,4,1825.0
2015,*certified wide area network administrator,financial info svcs agency,108108.0,1,1825.0
2015,*certified wide area network administrator,housing preservation & dvlpmnt,116163.0,1,1825.0
2015,*certified wide area network administrator,nyc housing authority,105871.0,1,1825.0
2015,*certified wide area network administrator,police department,109833.0,3,1825.0
2015,*community liaison worker,department of health,49278.0,2,1755.165
2015,*coordinating manager,department of health,63900.0,23,1825.0
2015,*custodial assistant,administration for children's services,36389.0,1,2085.72
2015,*custodial assistant,department of health,33112.0,3,2085.72
2015,*custodial assistant,department of sanitation,33399.0,1,1982.22
2015,*custodial assistant,dept of citywide admin svcs,32904.0,9,2085.72
2015,*custodial assistant,dept of environment protection,32834.0,1,2085.72
2015,*custodial assistant,hra/dept of social services,32883.0,6,2085.72
2015,*custodial assistant,police department,33173.0,12,2085.72
2015,*dir of fiscal affairs,department of health,88415.0,1,1825.0
2015,*director of health care program planning/analysis,department of health,87133.0,5,1825.0
2015,*personnel program developement specialist,department of health,74627.0,1,1825.0
2015,*principal park supervisor,department of parks & recreation,76227.5,2,2085.72
2015,"*procurment analyst level iii, oj",nyc housing authority,70402.0,1,1825.0
2015,*research scientist,dept of environment protection,96170.0,1,1825.0
2015,*senior staff officer,department of health,72190.0,1,1825.0
2015,*senior systems analyst,department of health,47558.0,4,1825.0
2015,*senior systems analyst,fire department,67632.0,1,1825.0
2015,*sr management consultant,department of health,77356.5,20,1825.0
2015,*sr systems analyst - edp,department of health,51964.0,1,1825.0
2015,*surgeon,police department,131361.0,1,2085.72
2015,*systems analyst,department of health,43296.0,10,1823.7350000000001
2015,*watchperson,dept of citywide admin svcs,41612.5,2,2085.72
2015,12 month special education asst. principal,department of education,118363.0,119,0.0
2015,12 month special education supervisor,department of education,114520.0,13,0.0
2015,?assistant purchasing agent,community college (bronx),37981.0,1,1825.0
2015,?assistant purchasing agent,community college (hostos),37981.0,2,1825.0
2015,?assistant purchasing agent,community college (manhattan),37981.0,4,1821.125
2015,?assistant purchasing agent,community college (queensboro),37981.0,1,1741.0
2015,?dir of operations,department of education,147002.0,2,1824.5
2015,?purchasing agent,community college (hostos),50867.0,1,1825.0
2015,?purchasing agent,community college (kingsboro),55000.0,5,1825.0
2015,?purchasing agent,community college (laguardia),50542.0,4,1825.0
2015,?purchasing agent,community college (manhattan),58213.0,1,1814.0
2015,?purchasing agent,community college (queensboro),50542.0,1,1825.0
2015,accountant,administration for children's services,57632.0,13,1825.0
2015,accountant,bronx district attorney,79013.0,1,1825.0
2015,accountant,department for the aging,56240.5,2,1825.0
2015,accountant,department of education,59248.0,27,1825.0
2015,accountant,department of finance,57458.5,4,1825.0
2015,accountant,department of health,63998.5,20,1825.0
2015,accountant,department of parks & recreation,73185.0,1,1825.0
2015,accountant,department of sanitation,54245.5,4,1745.5
2015,accountant,department of transportation,56797.0,15,1825.0
2015,accountant,dept of citywide admin svcs,57071.0,5,1825.0
2015,accountant,dept of environment protection,57948.0,3,1825.0
2015,accountant,dept of youth & comm dev srvs,64112.0,5,1825.0
2015,accountant,dept. of design & construction,56797.0,11,1825.0
2015,accountant,district attorney kings county,62680.5,2,1825.0
2015,accountant,fire department,67208.0,3,1823.0
2015,accountant,housing preservation & dvlpmnt,57933.0,15,1825.0
2015,accountant,hra/dept of social services,57153.5,18,1825.0
2015,accountant,law department,76217.0,1,1825.0
2015,accountant,nyc employees retirement sys,64409.0,9,1825.0
2015,accountant,nyc housing authority,57126.0,40,1825.0
2015,accountant,off of payroll administration,72049.5,2,1825.0
2015,accountant,office of labor relations,64081.0,2,1825.0
2015,accountant,office of the comptroller,50920.0,82,1825.0
2015,accountant,police department,57311.5,20,1825.0
2015,accountant,public administrator-new york,57157.0,1,1825.0
2015,accountant,taxi & limousine commission,70051.0,3,1825.0
2015,accountant,teachers retirement system,57321.0,10,1825.0
2015,actuarial specialist level i,office of the actuary,62448.5,20,1825.0
2015,"actuarial specialist level ii, oj",office of the actuary,103922.0,2,1826.5
2015,adm traffic enfrcmnt agent-director of parking enfrcmnt dist,police department,133849.0,1,1825.0
2015,admin asst-campaign fin board,department of finance,58392.5,12,1825.0
2015,admin community relations specialist,department of health,92408.0,5,1825.0
2015,admin community relations specialist,department of parks & recreation,95836.0,1,1825.0
2015,admin community relations specialist,department of transportation,109653.0,5,1825.0
2015,admin community relations specialist,dept of environment protection,108010.0,1,1825.0
2015,admin community relations specialist,fire department,96959.0,1,1825.0
2015,admin community relations specialist,nyc housing authority,70438.0,28,1825.0
2015,admin contract specialist,administration for children's services,86202.5,2,1825.0
2015,admin contract specialist,consumer affairs,113894.0,1,1825.0
2015,admin contract specialist,department of business serv.,95354.0,3,1825.0
2015,admin contract specialist,department of health,99306.5,26,1825.0
2015,admin contract specialist,department of homeless services,91032.0,6,1825.0
2015,admin contract specialist,department of transportation,119071.0,1,1825.0
2015,admin contract specialist,dept of youth & comm dev srvs,78155.0,66,1825.0
2015,admin contract specialist,financial info svcs agency,121413.0,1,1825.0
2015,admin contract specialist,hra/dept of social services,107024.0,5,1825.0
2015,admin contract specialist,nyc housing authority,101266.0,4,1825.0
2015,admin contract specialist,off of payroll administration,112595.0,1,1825.0
2015,admin contract specialist,police department,113987.0,8,1825.0
2015,admin contract specialist,president borough of manhattan,70000.0,1,1825.0
2015,admin job opor spec-managerial,hra/dept of social services,101348.0,26,1825.0
2015,admin job opportunity spec nm,hra/dept of social services,74528.0,84,1825.0
2015,admin tests & meas spec,dept of citywide admin svcs,97141.0,6,1825.0
2015,admin tests & meas spec,fire department,127138.0,1,1825.0
2015,admin traffic enf agnt-union,police department,61302.0,22,1955.35
2015,admin traffic enfrcmnt agent,police department,109220.5,2,1825.0
2015,administratiive taxi & limousine inspector,taxi & limousine commission,112630.0,6,1825.0
2015,administration public record officer,department of buildings,95056.0,1,1825.0
2015,administration public record officer,department of education,122884.0,1,1825.0
2015,administration public record officer,office of emergency management,81569.0,1,1825.0
2015,administrative accountant,administration for children's services,88828.0,1,1825.0
2015,administrative accountant,bronx district attorney,130800.0,1,1825.0
2015,administrative accountant,department for the aging,96232.0,1,1825.0
2015,administrative accountant,department of education,107483.0,10,1825.0
2015,administrative accountant,department of finance,101211.0,5,1825.0
2015,administrative accountant,department of health,116945.0,1,1825.0
2015,administrative accountant,department of sanitation,90598.0,1,1825.0
2015,administrative accountant,department of transportation,118821.0,3,1825.0
2015,administrative accountant,dept of citywide admin svcs,124812.0,4,1825.0
2015,administrative accountant,dept of environment protection,126814.5,2,1825.0
2015,administrative accountant,dept of youth & comm dev srvs,90847.0,1,1825.0
2015,administrative accountant,dept. of design & construction,100549.0,2,1825.0
2015,administrative accountant,housing preservation & dvlpmnt,92060.0,1,1825.0
2015,administrative accountant,hra/dept of social services,88163.0,9,1825.0
2015,administrative accountant,law department,105282.5,4,1825.0
2015,administrative accountant,nyc employees retirement sys,124792.0,1,1825.0
2015,administrative accountant,nyc housing authority,90075.5,22,1825.0
2015,administrative accountant,off of payroll administration,130003.0,3,1825.0
2015,administrative accountant,office of the comptroller,93798.0,21,1825.0
2015,administrative accountant,police department,111937.0,10,1825.0
2015,administrative accountant,teachers retirement system,91828.5,6,1825.0
2015,administrative actuary,office of the actuary,169250.0,6,1825.0
2015,administrative analyst,admin trials and hearings,94337.5,12,1825.0
2015,administrative analyst,administration for children's services,77783.0,234,1825.0
2015,administrative analyst,borough president-brooklyn,85152.0,1,1825.0
2015,administrative analyst,borough president-queens,109465.0,1,1825.0
2015,administrative analyst,bronx district attorney,100400.0,3,1825.0
2015,administrative analyst,business integrity commission,88585.0,8,1825.0
2015,administrative analyst,civilian complaint review bd,131278.0,1,1825.0
2015,administrative analyst,conflicts of interest board,96783.0,3,1825.0
2015,administrative analyst,consumer affairs,78551.5,12,1825.0
2015,administrative analyst,cultural affairs,103180.0,2,1825.0
2015,administrative analyst,department for the aging,80672.0,28,1825.0
2015,administrative analyst,department of buildings,88832.0,25,1825.0
2015,administrative analyst,department of business serv.,92593.0,13,1825.0
2015,administrative analyst,department of city planning,99865.5,2,1825.0
2015,administrative analyst,department of correction,88779.0,47,1825.0
2015,administrative analyst,department of education,95191.0,206,1825.0
2015,administrative analyst,department of finance,90800.0,119,1825.0
2015,administrative analyst,department of health,75600.0,219,1825.0
2015,administrative analyst,department of homeless services,77288.0,101,1825.0
2015,administrative analyst,department of investigation,85500.0,8,1825.0
2015,administrative analyst,department of parks & recreation,98515.0,87,1825.0
2015,administrative analyst,department of probation,90226.0,15,1825.0
2015,administrative analyst,department of sanitation,80330.5,54,1825.0
2015,administrative analyst,department of transportation,90412.0,80,1825.0
2015,administrative analyst,dept of citywide admin svcs,94574.0,103,1825.0
2015,administrative analyst,dept of environment protection,85808.5,88,1825.0
2015,administrative analyst,dept of info tech & telecomm,95000.0,63,1825.0
2015,administrative analyst,dept of youth & comm dev srvs,89566.0,47,1825.0
2015,administrative analyst,dept. of design & construction,91527.0,39,1825.0
2015,administrative analyst,district attorney kings county,105937.5,4,1508.0
2015,administrative analyst,district attorney qns county,129299.0,1,1825.0
2015,administrative analyst,district attorney richmond cou,98301.0,4,1825.0
2015,administrative analyst,district attorney-manhattan,126041.0,41,1825.0
2015,administrative analyst,district attorney-special narc,129750.0,2,1828.0
2015,administrative analyst,financial info svcs agency,99035.5,12,1825.0
2015,administrative analyst,fire department,83478.0,71,1825.0
2015,administrative analyst,housing preservation & dvlpmnt,87000.0,81,1825.0
2015,administrative analyst,hra/dept of social services,82230.0,347,1825.0
2015,administrative analyst,independent budget office,112211.0,3,1825.0
2015,administrative analyst,landmarks preservation comm,86008.0,1,1170.0
2015,administrative analyst,law department,100000.0,3,1825.0
2015,administrative analyst,nyc employees retirement sys,135481.0,3,1825.0
2015,administrative analyst,nyc housing authority,91504.0,173,1825.0
2015,administrative analyst,off of payroll administration,88314.0,15,1825.0
2015,administrative analyst,office of collective bargainin,118000.0,1,1825.0
2015,administrative analyst,office of emergency management,146264.5,2,1825.0
2015,administrative analyst,office of labor relations,119691.5,6,1825.0
2015,administrative analyst,office of management & budget,132290.0,10,1825.0
2015,administrative analyst,office of the actuary,107587.0,1,1825.0
2015,administrative analyst,office of the comptroller,100574.5,50,1825.0
2015,administrative analyst,police department,78906.0,80,1825.0
2015,administrative analyst,president borough of manhattan,101500.0,2,1825.0
2015,administrative analyst,taxi & limousine commission,80000.0,17,1825.0
2015,administrative architect,borough president-bronx,72209.0,1,1825.0
2015,administrative architect,borough president-staten is,147650.0,1,1825.0
2015,administrative architect,department of buildings,118946.0,20,1825.0
2015,administrative architect,department of business serv.,111650.0,1,1825.0
2015,administrative architect,department of correction,138395.0,1,1825.0
2015,administrative architect,department of parks & recreation,124259.5,2,1825.0
2015,administrative architect,department of sanitation,92398.0,1,1447.0
2015,administrative architect,dept of citywide admin svcs,118125.0,3,1825.0
2015,administrative architect,dept of environment protection,123217.0,1,1825.0
2015,administrative architect,dept. of design & construction,112010.5,28,1825.0
2015,administrative architect,fire department,109151.0,1,1825.0
2015,administrative architect,housing preservation & dvlpmnt,95976.5,2,1825.0
2015,administrative architect,hra/dept of social services,107411.5,2,1825.0
2015,administrative architect,nyc housing authority,111307.0,7,1825.0
2015,administrative architect,office of the comptroller,134779.0,1,1824.0
2015,administrative assessor,department of finance,120996.5,6,1825.0
2015,administrative assistant,board of election,46611.0,74,1825.0
2015,administrative assistant to the comptroller,office of the comptroller,162850.0,1,1825.0
2015,administrative assistant to the mayor,office of the mayor,76000.0,1,1825.0
2015,administrative associate,admin trials and hearings,53557.5,12,1825.0
2015,administrative associate,administration for children's services,50967.0,271,1825.0
2015,administrative associate,board of election,56023.0,41,1825.0
2015,administrative associate,borough president-brooklyn,56587.0,1,1825.0
2015,administrative associate,borough president-queens,69571.0,3,1825.0
2015,administrative associate,bronx district attorney,63553.0,10,1755.0
2015,administrative associate,business integrity commission,54431.0,1,1825.0
2015,administrative associate,city clerk,59507.5,2,1825.0
2015,administrative associate,civilian complaint review bd,51771.0,1,1825.0
2015,administrative associate,conflicts of interest board,55160.0,2,1825.0
2015,administrative associate,consumer affairs,53595.5,6,1825.0
2015,administrative associate,cultural affairs,48082.0,1,1825.0
2015,administrative associate,department for the aging,53810.5,22,1825.0
2015,administrative associate,department of buildings,53799.0,65,1825.0
2015,administrative associate,department of business serv.,64342.0,11,1825.0
2015,administrative associate,department of city planning,57879.0,13,1825.0
2015,administrative associate,department of correction,53799.0,57,1825.0
2015,administrative associate,department of education,55463.0,217,1825.0
2015,administrative associate,department of finance,54014.0,234,1825.0
2015,administrative associate,department of health,52064.0,233,1825.0
2015,administrative associate,department of homeless services,53831.0,82,1825.0
2015,administrative associate,department of investigation,58337.0,9,1825.0
2015,administrative associate,department of parks & recreation,55614.5,66,1825.0
2015,administrative associate,department of probation,48480.0,49,1825.0
2015,administrative associate,department of sanitation,51028.0,55,1825.0
2015,administrative associate,department of transportation,54524.5,112,1825.0
2015,administrative associate,dept of citywide admin svcs,56560.0,81,1825.0
2015,administrative associate,dept of environment protection,53970.0,252,1825.0
2015,administrative associate,dept of info tech & telecomm,65749.0,20,1825.0
2015,administrative associate,dept of records & info service,54147.0,5,1825.0
2015,administrative associate,dept of youth & comm dev srvs,58821.5,12,1825.0
2015,administrative associate,dept. of design & construction,59830.5,42,1825.0
2015,administrative associate,district attorney kings county,58365.0,17,1825.0
2015,administrative associate,district attorney qns county,60282.0,16,1825.0
2015,administrative associate,district attorney richmond cou,64324.0,4,1825.0
2015,administrative associate,district attorney-manhattan,69644.0,8,1825.0
2015,administrative associate,financial info svcs agency,53825.0,6,1825.0
2015,administrative associate,fire department,54235.0,99,1825.0
2015,administrative associate,housing preservation & dvlpmnt,52461.0,146,1825.0
2015,administrative associate,hra/dept of social services,48747.0,1289,1825.0
2015,administrative associate,human rights commission,48969.5,2,1825.0
2015,administrative associate,independent budget office,76441.0,1,1825.0
2015,administrative associate,landmarks preservation comm,57837.0,1,1825.0
2015,administrative associate,law department,54131.0,14,1825.0
2015,administrative associate,nyc employees retirement sys,61990.5,20,1825.0
2015,administrative associate,nyc housing authority,54033.0,73,1825.0
2015,administrative associate,off of payroll administration,59482.0,19,1825.0
2015,administrative associate,office of labor relations,53379.0,11,1825.0
2015,administrative associate,office of the comptroller,54336.5,26,1825.0
2015,administrative associate,police department,53831.0,295,1825.0
2015,administrative associate,president borough of manhattan,58342.0,1,1825.0
2015,administrative associate,public administrator-bronx,55366.0,1,1825.0
2015,administrative associate,public administrator-new york,55279.0,1,1825.0
2015,administrative associate,tax commission,61726.0,4,1825.0
2015,administrative associate,taxi & limousine commission,58646.5,18,1825.0
2015,administrative associate,teachers retirement system,59242.5,12,1825.0
2015,administrative blasting inspector,fire department,116212.0,1,1825.0
2015,administrative borough superintendent,department of buildings,104848.0,5,1825.0
2015,administrative business promotion coordinator,department of business serv.,87630.0,26,1825.0
2015,administrative business promotion coordinator,department of sanitation,94076.0,1,1825.0
2015,administrative business promotion coordinator,dept of citywide admin svcs,107469.0,1,1825.0
2015,administrative business promotion coordinator,dept of info tech & telecomm,98388.0,3,1825.0
2015,administrative business promotion coordinator,nyc housing authority,97426.0,2,1824.0
2015,administrative chief,bronx district attorney,195000.0,1,1825.0
2015,administrative city planner,borough president-bronx,74104.0,1,1825.0
2015,administrative city planner,department of city planning,109805.0,34,1825.0
2015,administrative city planner,department of parks & recreation,96441.5,2,1825.0
2015,administrative city planner,department of sanitation,132061.0,1,1825.0
2015,administrative city planner,department of transportation,119998.0,8,1825.0
2015,administrative city planner,dept of citywide admin svcs,140532.0,2,1825.0
2015,administrative city planner,dept of environment protection,118800.0,5,1825.0
2015,administrative city planner,dept. of design & construction,112073.0,1,1825.0
2015,administrative city planner,housing preservation & dvlpmnt,115870.0,1,1825.0
2015,administrative city planner,hra/dept of social services,70535.0,1,1825.0
2015,administrative city planner,president borough of manhattan,62000.0,3,1825.0
2015,administrative city planner,taxi & limousine commission,84770.0,1,1825.0
2015,administrative claim examiner,office of the comptroller,84265.5,28,1825.0
2015,administrative community relations specialist,bronx district attorney,102500.0,1,1825.0
2015,administrative community relations specialist,department of transportation,122029.0,1,1825.0
2015,administrative community relations specialist,fire department,138589.0,1,1825.0
2015,administrative community relations specialist,hra/dept of social services,171336.0,1,1825.0
2015,administrative community relations specialist,nyc housing authority,118175.0,9,1825.0
2015,administrative construction project manager,administration for children's services,103184.0,1,1825.0
2015,administrative construction project manager,department of correction,117075.5,2,1825.0
2015,administrative construction project manager,department of homeless services,100931.0,4,1825.0
2015,administrative construction project manager,department of parks & recreation,127022.0,1,1825.0
2015,administrative construction project manager,department of sanitation,97951.5,6,1825.0
2015,administrative construction project manager,dept of citywide admin svcs,106921.0,5,1825.0
2015,administrative construction project manager,dept of info tech & telecomm,110716.0,1,1825.0
2015,administrative construction project manager,dept. of design & construction,106915.0,15,1825.0
2015,administrative construction project manager,fire department,119400.5,2,1825.0
2015,administrative construction project manager,hra/dept of social services,106475.5,2,1825.0
2015,administrative construction project manager,nyc housing authority,100945.0,18,1825.0
2015,administrative deputy register,department of finance,99536.0,3,1825.0
2015,administrative director of laboratory,dept of environment protection,117483.0,7,1825.0
2015,administrative director of marine maintenance,department of transportation,137255.0,1,1825.0
2015,administrative director of residential child care,administration for children's services,76886.0,19,1825.0
2015,administrative director of social services,administration for children's services,87571.0,214,1825.0
2015,administrative director of social services,department for the aging,127355.5,2,1825.0
2015,administrative director of social services,department of correction,92182.0,9,1825.0
2015,administrative director of social services,department of health,96456.5,2,1825.0
2015,administrative director of social services,department of homeless services,96143.0,90,1825.0
2015,administrative director of social services,department of probation,125000.0,1,1275.0
2015,administrative director of social services,hra/dept of social services,86097.0,114,1825.0
2015,administrative education analyst,department of education,99347.0,323,1825.0
2015,administrative education officer,department of education,99295.0,284,1825.0
2015,administrative engineer,administration for children's services,82764.5,2,1825.0
2015,administrative engineer,department of buildings,108717.0,37,1825.0
2015,administrative engineer,department of correction,135400.0,2,1825.0
2015,administrative engineer,department of parks & recreation,104625.5,4,1825.0
2015,administrative engineer,department of sanitation,129532.0,5,1825.0
2015,administrative engineer,department of transportation,117409.0,56,1825.0
2015,administrative engineer,dept of citywide admin svcs,110881.0,6,1825.0
2015,administrative engineer,dept of environment protection,118161.5,136,1825.0
2015,administrative engineer,dept. of design & construction,120659.5,42,1825.0
2015,administrative engineer,fire department,118386.0,3,1825.0
2015,administrative engineer,housing preservation & dvlpmnt,108600.0,3,1825.0
2015,administrative engineer,hra/dept of social services,106152.0,3,1825.0
2015,administrative engineer,nyc housing authority,106575.0,9,1825.0
2015,administrative engineer,office of the comptroller,100732.0,14,1825.0
2015,administrative fire protection inspector,fire department,88115.5,6,1825.0
2015,administrative graphic artist,borough president-brooklyn,66375.0,1,1825.0
2015,administrative graphic artist,department of transportation,94708.0,1,1825.0
2015,administrative graphic artist,dept of citywide admin svcs,82186.0,1,1825.0
2015,administrative graphic artist,dept. of design & construction,83662.0,3,1797.0
2015,administrative graphic artist,fire department,79510.0,1,1825.0
2015,administrative graphic artist,nyc employees retirement sys,89921.0,1,1825.0
2015,administrative graphic artist,nyc housing authority,87843.0,1,1825.0
2015,administrative graphic artist,office of the comptroller,71050.0,1,1030.0
2015,administrative graphic artist,police department,90034.0,1,1825.0
2015,administrative horticulturist,department of parks & recreation,78120.0,31,1825.0
2015,administrative housing development specialist,borough president-brooklyn,146023.0,1,1825.0
2015,administrative housing development specialist,housing preservation & dvlpmnt,102245.5,18,1825.0
2015,administrative housing development specialist,nyc housing authority,109381.0,8,1825.0
2015,administrative housing manager,nyc housing authority,106467.5,36,1825.0
2015,administrative housing superintendent,nyc housing authority,103537.0,54,1825.0
2015,administrative inspector,department of buildings,99057.5,42,1825.0
2015,administrative inspector,department of correction,94118.0,1,1825.0
2015,administrative inspector,department of transportation,104988.0,9,1825.0
2015,administrative inspector,dept of citywide admin svcs,112173.0,3,1825.0
2015,administrative inspector,fire department,101647.0,1,1825.0
2015,administrative inspector,housing preservation & dvlpmnt,96796.0,10,1825.0
2015,administrative inspector,nyc housing authority,104659.0,18,1825.0
2015,administrative investigator,city clerk,71868.0,1,1654.5
2015,administrative investigator,department of education,95521.0,3,1825.0
2015,administrative investigator,department of finance,96379.0,3,1825.0
2015,administrative investigator,department of health,89459.0,3,1825.0
2015,administrative investigator,department of transportation,84174.0,1,1825.0
2015,administrative investigator,dept of citywide admin svcs,75817.0,3,1825.0
2015,administrative investigator,fire department,106466.5,4,1825.0
2015,administrative investigator,hra/dept of social services,83224.0,33,1825.0
2015,administrative investigator,police department,90546.0,1,1825.0
2015,administrative juvenile counselor,administration for children's services,71761.0,1,1748.0
2015,administrative labor relations analyst,department of finance,124364.0,1,1825.0
2015,administrative labor relations analyst,department of homeless services,79007.0,1,1825.0
2015,administrative labor relations analyst,fire department,118726.0,2,1825.0
2015,administrative labor relations analyst,nyc employees retirement sys,116725.0,1,1667.5
2015,administrative labor relations analyst,nyc housing authority,99500.0,4,1825.0
2015,administrative labor relations analyst,police department,207086.0,1,1825.0
2015,administrative landmarks preservationist,department of parks & recreation,101483.0,1,1825.0
2015,administrative landmarks preservationist,landmarks preservation comm,88345.0,7,1825.0
2015,administrative landscape architect,department of parks & recreation,113073.0,2,1825.0
2015,administrative landscape architect,dept. of design & construction,112242.0,3,1825.0
2015,administrative landscape architect,nyc housing authority,94612.0,1,1825.0
2015,administrative law judge,admin trials and hearings,128000.0,10,1825.0
2015,administrative management auditor,department of correction,106512.0,1,1825.0
2015,administrative management auditor,department of education,97986.0,11,1825.0
2015,administrative management auditor,department of finance,111650.0,1,1825.0
2015,administrative management auditor,department of health,92863.0,4,1825.0
2015,administrative management auditor,department of sanitation,119442.0,1,1825.0
2015,administrative management auditor,department of transportation,92222.0,1,1825.0
2015,administrative management auditor,dept of citywide admin svcs,101221.0,1,1825.0
2015,administrative management auditor,dept of youth & comm dev srvs,96931.0,3,1825.0
2015,administrative management auditor,fire department,145842.0,1,1825.0
2015,administrative management auditor,housing preservation & dvlpmnt,101590.0,1,1825.0
2015,administrative management auditor,hra/dept of social services,91996.0,10,1825.0
2015,administrative management auditor,nyc employees retirement sys,120928.0,1,1825.0
2015,administrative management auditor,nyc housing authority,89766.0,1,1825.0
2015,administrative management auditor,office of the comptroller,90249.0,11,1825.0
2015,administrative management auditor,teachers retirement system,102198.0,1,1825.0
2015,administrative manager,admin trials and hearings,63263.0,17,1825.0
2015,administrative manager,administration for children's services,70480.5,2,1825.0
2015,administrative manager,board of election,167890.0,1,1825.0
2015,administrative manager,borough president-bronx,107713.0,7,1825.0
2015,administrative manager,borough president-brooklyn,66536.0,1,1825.0
2015,administrative manager,bronx community board #3,80856.0,1,1825.0
2015,administrative manager,bronx community board #5,78827.0,1,1825.0
2015,administrative manager,bronx district attorney,62745.0,5,1825.0
2015,administrative manager,city clerk,158546.0,1,1825.0
2015,administrative manager,civilian complaint review bd,68982.0,2,1825.0
2015,administrative manager,consumer affairs,86507.5,2,1825.0
2015,administrative manager,cultural affairs,74908.0,1,1825.0
2015,administrative manager,department of buildings,68129.0,97,1825.0
2015,administrative manager,department of business serv.,64584.0,35,1825.0
2015,administrative manager,department of city planning,65249.5,4,1825.0
2015,administrative manager,department of correction,64122.5,30,1825.0
2015,administrative manager,department of education,92445.0,17,1825.0
2015,administrative manager,department of finance,71634.5,64,1825.0
2015,administrative manager,department of health,64269.5,14,1825.0
2015,administrative manager,department of homeless services,70127.0,6,1825.0
2015,administrative manager,department of investigation,59302.5,10,1825.0
2015,administrative manager,department of parks & recreation,57684.5,172,1825.0
2015,administrative manager,department of sanitation,73366.0,34,1825.0
2015,administrative manager,department of transportation,65266.0,129,1825.0
2015,administrative manager,dept of citywide admin svcs,62739.0,47,1825.0
2015,administrative manager,dept of environment protection,78759.0,27,1825.0
2015,administrative manager,dept of info tech & telecomm,69626.0,57,1825.0
2015,administrative manager,dept of records & info service,78000.0,3,1825.0
2015,administrative manager,dept of youth & comm dev srvs,69901.5,38,1825.0
2015,administrative manager,dept. of design & construction,62923.0,3,1825.0
2015,administrative manager,district attorney kings county,83246.0,32,1825.0
2015,administrative manager,district attorney qns county,90281.5,8,1825.0
2015,administrative manager,district attorney-special narc,175426.5,2,1826.5
2015,administrative manager,equal employ practices comm,125478.0,1,1825.0
2015,administrative manager,financial info svcs agency,81439.5,10,1825.0
2015,administrative manager,fire department,65642.5,54,1825.0
2015,administrative manager,housing preservation & dvlpmnt,62066.0,46,1825.0
2015,administrative manager,hra/dept of social services,64691.0,55,1825.0
2015,administrative manager,human rights commission,79000.0,1,1825.0
2015,administrative manager,independent budget office,67327.0,1,1825.0
2015,administrative manager,manhattan community board #7,66115.76,1,1825.0
2015,administrative manager,nyc housing authority,64697.0,60,1825.0
2015,administrative manager,off of payroll administration,82825.0,1,1825.0
2015,administrative manager,office of emergency management,84920.0,1,1825.0
2015,administrative manager,office of labor relations,91071.0,6,1825.0
2015,administrative manager,office of management & budget,160743.0,1,1825.0
2015,administrative manager,office of the comptroller,83131.5,76,1825.0
2015,administrative manager,police department,68699.0,11,1825.0
2015,administrative manager,president borough of manhattan,64700.0,12,1825.0
2015,administrative manager,tax commission,67538.0,2,1825.0
2015,administrative manager,taxi & limousine commission,127746.0,1,1825.0
2015,administrative manager,teachers retirement system,73153.0,25,1825.0
2015,administrative parks & recreation manager,department of parks & recreation,82615.0,68,1825.0
2015,administrative printing services manager,department of health,111625.0,1,1825.0
2015,administrative printing services manager,hra/dept of social services,89121.0,3,1825.0
2015,administrative printing services manager,nyc housing authority,90981.0,1,1825.0
2015,administrative printing services manager,office of the mayor,88366.0,1,1825.0
2015,administrative printing services manager,police department,110886.0,2,1825.0
2015,administrative probation officer,department of probation,88680.0,39,1825.0
2015,administrative procurement analyst,consumer affairs,82500.0,1,1825.0
2015,administrative procurement analyst,department of business serv.,100260.0,1,1825.0
2015,administrative procurement analyst,department of correction,93654.0,3,1825.0
2015,administrative procurement analyst,department of education,88341.0,21,1825.0
2015,administrative procurement analyst,department of finance,96687.0,3,1825.0
2015,administrative procurement analyst,department of health,81994.0,3,1825.0
